Id,Brands,Model,Engines,Engine_capacity_in_cc,HorsePower_in_HP,HorsePower_in_HP_2,Max_speed_in_km/h,Time_to_100kmph_sec,Price_Min,Price_Max,Seats,Torque_in_Nm,Torque_in_Nm_2,Fuel_1,Fuel_2,Fuel_3
268,Hyundai,Equus,3.3L V6,"3,300",278,278,240.000,6.500,"55,000.000","55,000.000",5,400,400,Petrol,NA,NA
269,Hyundai,Tiburon,2.0L Inline-4,"2,000",160,160,200.000,8.200,"19,000.000","19,000.000",4,320,320,Petrol,NA,NA
270,Hyundai,Elantra GT,1.6L Turbo GDI 4-cylinder,"2,000",160,160,200.000,8.300,"22,000.000","22,000.000",5,320,320,Petrol,NA,NA
271,Volkswagen,Golf,1.5L Turbo I4 / Electric,0,110,320,210.000,8.500,"23,000.000","23,000.000",5,250,250,Petrol,NA,NA
272,Volkswagen,Passat,2.0L Turbo I4,"1,984",150,280,210.000,7.800,"25,000.000","25,000.000",5,250,250,Petrol,NA,NA
273,Volkswagen,Tiguan,2.0L Turbo I4,"1,984",150,230,209.000,8.500,"28,505.000","28,505.000",7,300,300,Petrol,Hybrid,NA
274,Volkswagen,Jetta,1.5L Turbo I4,"1,498",150,228,210.000,7.700,"21,995.000","21,995.000",5,250,250,Petrol,NA,NA
275,Volkswagen,Polo,1.0L Turbo I3 / 1.6L Diesel,0,80,200,190.000,9.500,"18,000.000","18,000.000",5,175,175,Petrol,NA,NA
276,Volkswagen,Arteon,2.0L Turbo I4,"1,984",150,280,250.000,5.600,"46,000.000","46,000.000",5,350,350,Petrol,NA,NA
277,Volkswagen,ID.4,Electric,0,201,302,160.000,7.800,"39,735.000","39,735.000",5,310,310,Electric,NA,NA
278,Volkswagen,Up!,Electric,0,82,82,160.000,13.000,"15,000.000","15,000.000",4,95,95,Petrol,NA,NA
279,Volkswagen,Touareg,3.0L V6 Turbo Diesel / 4.0L V8,0,231,500,235.000,5.900,"55,000.000","55,000.000",5,600,600,Petrol,Diesel,NA
280,Volkswagen,Scirocco,2.0L Turbo I4,"1,984",125,280,233.000,6.000,"35,000.000","35,000.000",4,350,350,Petrol,NA,NA
281,Volkswagen,Beetle,2.0L Turbo I4,"1,984",105,210,205.000,7.000,"20,000.000","20,000.000",4,240,240,Petrol,NA,NA
282,Volkswagen,Amarok,3.0L V6 Turbo Diesel,"2,967",163,258,180.000,7.900,"40,000.000","40,000.000",5,550,550,Diesel,NA,NA
283,Volkswagen,T-Roc,2.0L Turbo I4,"1,984",115,300,205.000,7.200,"30,000.000","30,000.000",5,320,320,Petrol,NA,NA
284,Volkswagen,Sharan,2.0L Turbo I4,"1,984",150,220,200.000,9.300,"33,000.000","33,000.000",7,280,280,Petrol,Diesel,NA
285,Volkswagen,Caddy,1.5L Turbo I4,"1,498",102,150,185.000,10.500,"28,000.000","28,000.000",7,250,250,Petrol,Diesel,NA
286,Nissan,NV1500,4.0L V6,"3,954",261,261,160.000,9.500,"33,000.000","33,000.000",12,385,385,Petrol,NA,NA
287,Volkswagen,Taigo,1.5L Turbo I4,"1,498",95,150,183.000,10.000,"24,000.000","24,000.000",5,200,200,Petrol,NA,NA
288,Volkswagen,California,2.0L Turbo I4,"1,984",150,204,180.000,13.000,"70,000.000","70,000.000",7,340,340,Diesel,NA,NA
289,Volkswagen,ID.3,Electric,0,204,204,160.000,7.300,"35,000.000","35,000.000",5,310,310,Electric,NA,NA
290,Volkswagen,ID. Buzz,Electric,0,204,204,145.000,10.200,"59,995.000","59,995.000",7,310,310,Electric,NA,NA
291,Volkswagen,Golf GTI,2.0L Turbo I4,"1,984",245,245,250.000,5.900,"31,965.000","31,965.000",5,350,350,Petrol,NA,NA
292,Volkswagen,Golf R,2.0L Turbo I4,"1,984",315,315,250.000,4.600,"44,640.000","44,640.000",5,420,420,Petrol,NA,NA
293,Volkswagen,Passat Alltrack,2.0L Turbo Diesel I4,"1,968",190,240,220.000,7.800,"36,000.000","36,000.000",5,400,400,Diesel,NA,NA
294,Volkswagen,Polo GTI,2.0L Turbo I4,"1,984",204,204,238.000,6.700,"28,000.000","28,000.000",5,320,320,Petrol,NA,NA
295,Volkswagen,Up! GTI,1.0L Turbo I3,999,115,115,196.000,8.800,"20,000.000","20,000.000",4,200,200,Petrol,NA,NA
296,Volkswagen,T-Cross,1.0L Turbo I3 / 1.5L Turbo I4,0,95,150,200.000,10.200,"25,000.000","25,000.000",5,250,250,Petrol,NA,NA
297,Volkswagen,ID.5,Electric,0,174,299,180.000,8.400,"45,000.000","45,000.000",5,310,310,Electric,NA,NA
298,Volkswagen,ID. Buzz Cargo,Electric,0,204,204,145.000,10.200,"55,000.000","55,000.000",3,310,310,Electric,NA,NA
299,Volkswagen,Touareg R,Plug-in Hybrid V6,"2,995",462,462,250.000,5.100,"70,000.000","70,000.000",5,700,700,Hybrid,NA,NA
300,Volkswagen,Multivan,Plug-in Hybrid / Diesel I4,0,150,218,190.000,9.400,"50,000.000","50,000.000",7,350,350,Petrol,Hybrid,NA
301,Volkswagen,Polo BlueMotion,1.2L Diesel I3,"1,199",75,95,190.000,10.500,"22,000.000","22,000.000",5,250,250,Diesel,NA,NA
302,Volkswagen,Golf Sportsvan,1.5L Turbo I4,"1,498",130,150,210.000,8.900,"30,000.000","30,000.000",5,250,250,Petrol,NA,NA
303,Volkswagen,Golf Alltrack,2.0L Turbo Diesel I4,"1,968",147,200,210.000,7.100,"35,000.000","35,000.000",5,350,350,Petrol,NA,NA
304,Volkswagen,Scirocco R,2.0L Turbo I4,"1,984",280,280,250.000,5.500,"40,000.000","40,000.000",4,350,350,Petrol,NA,NA
305,Volkswagen,Tiguan Allspace,2.0L Turbo I4,"1,984",184,230,215.000,7.600,"35,000.000","35,000.000",7,320,320,Petrol,NA,NA
306,Volkswagen,Arteon 4MOTION,2.0L Turbo I4,"1,984",190,320,250.000,5.600,"48,000.000","48,000.000",5,350,350,Petrol,NA,NA
307,Volkswagen,ID.4 GTX,Electric AWD,0,299,299,180.000,6.200,"50,000.000","50,000.000",5,460,460,Electric,NA,NA
308,Volkswagen,ID.3 Pro,Electric,0,204,204,160.000,7.300,"35,000.000","35,000.000",5,310,310,Electric,NA,NA
309,Volkswagen,Golf Variant,1.5L Turbo I4 / 2.0L Diesel I4,0,130,150,220.000,7.500,"32,000.000","32,000.000",5,320,320,Petrol,NA,NA
310,Volkswagen,Crafter,2.0L Turbo Diesel I4,"1,968",102,177,160.000,13.000,"40,000.000","40,000.000",3,410,410,Diesel,NA,NA
311,Volkswagen,Lupo,1.4L I3 Gas / 1.2L Diesel I3,0,60,75,170.000,14.300,"15,000.000","15,000.000",4,120,120,Petrol,NA,NA
312,Volkswagen,Corrado,2.9L VR6,"2,861",190,190,235.000,6.400,"25,000.000","25,000.000",4,245,245,Petrol,NA,NA
313,Volkswagen,Phaeton,3.0L V6 Diesel / 6.0L W12 Gas,0,240,450,250.000,6.100,"85,000.000","85,000.000",5,560,560,Petrol,NA,NA
314,Volkswagen,Golf Cabriolet,1.2L I4 Turbo / 2.0L I4 Turbo,0,105,210,217.000,8.400,"30,000.000","30,000.000",4,200,200,Petrol,NA,NA
315,Volkswagen,Santana,1.5L I4 Gas,"1,498",110,110,190.000,12.900,"15,000.000","15,000.000",5,145,145,Petrol,NA,NA
316,Volkswagen,Polo Vivo,1.4L I4 Gas / 1.6L I4 Gas,0,85,105,170.000,10.800,"14,000.000","14,000.000",5,132,132,Petrol,NA,NA
317,Volkswagen,Karmann Ghia,1.2L I4 Gas,"1,192",34,60,138.000,23.000,"25,000.000","25,000.000",2,106,106,Petrol,NA,NA
318,Volkswagen,Fox,1.2L I4 Gas / 1.4L I4 Gas,0,55,75,148.000,17.500,"12,000.000","12,000.000",5,93,93,Petrol,NA,NA
319,Volkswagen,Vento,1.6L I4 Gas / Diesel,"1,598",105,110,186.000,11.700,"18,000.000","18,000.000",5,153,153,Petrol,NA,NA
320,Volkswagen,Golf Electric,Electric,0,136,136,140.000,10.400,"33,000.000","33,000.000",5,290,290,Electric,NA,NA
321,Volkswagen,Bora,1.6L I4 Gas / 1.9L I4 Diesel,0,100,150,200.000,9.400,"20,000.000","20,000.000",5,220,220,Petrol,NA,NA
322,Volkswagen,Teramont,2.0L I4 Turbo / 3.6L V6 Gas,0,235,276,190.000,8.600,"32,000.000","32,000.000",7,350,350,Petrol,NA,NA
323,Volkswagen,Taos,1.5L I4 Turbo,"1,498",158,158,193.000,8.400,"24,000.000","24,000.000",5,250,250,Petrol,NA,NA
324,Volkswagen,Up! Cabriolet,1.0L I3 Turbo,999,82,115,160.000,12.400,"18,000.000","18,000.000",4,95,95,Petrol,NA,NA
325,Volkswagen,T-Roc Cabriolet,1.0L I3 Turbo / 1.5L I4 Turbo,0,115,150,205.000,9.600,"35,000.000","35,000.000",4,250,250,Petrol,NA,NA
326,Volkswagen,Passat CC,2.0L I4 Turbo,"1,984",200,280,240.000,7.300,"40,000.000","40,000.000",5,280,280,Petrol,NA,NA
327,Volkswagen,Transporter,2.0L I4 Turbo Diesel,"1,968",102,204,180.000,12.200,"35,000.000","35,000.000",9,340,340,Diesel,NA,NA
328,Volkswagen,Amarok V6,3.0L V6 Turbo Diesel,"2,967",204,258,191.000,7.900,"45,000.000","45,000.000",5,580,580,Diesel,NA,NA
329,Volkswagen,ID.2,Electric,0,170,170,160.000,8.000,"25,000.000","25,000.000",5,220,220,Electric,NA,NA
330,Volkswagen,Polo TDI,1.4L I4 Diesel / 1.6L Diesel,0,75,105,190.000,9.900,"20,000.000","20,000.000",5,250,250,Diesel,NA,NA
331,Volkswagen,Golf GTE,Plug-in Hybrid (1.4L I4 Turbo),"1,395",204,204,222.000,7.600,"40,000.000","40,000.000",5,350,350,Hybrid,NA,NA
332,Volkswagen,Touareg V8,4.0L V8 Turbo Diesel,"3,956",421,421,250.000,4.900,"70,000.000","70,000.000",5,770,770,Petrol,NA,NA
333,Volkswagen,Beetle Dune,1.4L I4 Turbo,"1,395",150,150,200.000,7.500,"30,000.000","30,000.000",4,250,250,Petrol,NA,NA
334,Volkswagen,Passat B8,1.5L I4 Turbo / 2.0L Diesel,0,150,280,210.000,8.700,"28,000.000","28,000.000",5,250,250,Petrol,NA,NA
335,Volkswagen,ID.4 Pro S,Electric,0,201,201,180.000,7.800,"45,000.000","45,000.000",5,310,310,Electric,NA,NA
336,Volkswagen,Golf Cabriolet,1.2L I4 Turbo / 2.0L I4 Turbo,0,105,210,217.000,8.400,"30,000.000","30,000.000",4,200,200,Petrol,NA,NA
337,Volkswagen,Golf Country,1.8L I4 Gas,"1,781",98,98,165.000,12.000,"25,000.000","25,000.000",5,170,170,Petrol,NA,NA
338,Volkswagen,Jetta GLI,2.0L I4 Turbo,"1,984",228,228,250.000,6.500,"31,000.000","31,000.000",5,350,350,Petrol,NA,NA
339,Volkswagen,Arteon Shooting Brake,2.0L I4 Turbo,"1,984",150,320,250.000,5.600,"50,000.000","50,000.000",5,420,420,Petrol,NA,NA
340,Volkswagen,T-Cross R-Line,1.0L I3 Turbo / 1.5L I4 Turbo,0,115,150,200.000,8.500,"27,000.000","27,000.000",5,250,250,Petrol,NA,NA
341,Volkswagen,Golf R32,3.2L VR6,"3,189",240,240,250.000,6.200,"40,000.000","40,000.000",5,320,320,Petrol,NA,NA
342,Volkswagen,Passat B7,1.6L Diesel / 2.0L I4 Turbo,0,120,240,220.000,8.500,"26,000.000","26,000.000",5,280,280,Petrol,NA,NA
343,Volkswagen,Scirocco 16V,1.8L I4 Gas,"1,781",137,137,220.000,7.100,"35,000.000","35,000.000",4,230,230,Petrol,NA,NA
344,Volkswagen,Polo BlueMotion,1.2L Diesel I3,"1,199",75,95,190.000,10.500,"20,000.000","20,000.000",5,210,210,Diesel,NA,NA
345,Volkswagen,Golf Variant GTD,2.0L Diesel I4,"1,968",184,184,230.000,7.500,"38,000.000","38,000.000",5,380,380,Diesel,NA,NA
346,Volkswagen,Polo GTI R5,1.6L Turbocharged Rally Engine,"1,598",272,272,200.000,4.100,"45,000.000","45,000.000",5,400,400,Petrol,NA,NA
347,Volkswagen,ID. Buzz Pro,Electric,0,204,204,145.000,10.200,"60,000.000","60,000.000",7,310,310,Electric,NA,NA
348,Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,"1,395",170,170,210.000,8.600,"28,000.000","28,000.000",5,250,250,Hybrid,NA,NA
349,Volkswagen,Golf Variant Alltrack,2.0L Diesel I4,"1,968",150,200,220.000,7.800,"35,000.000","35,000.000",5,320,320,Petrol,NA,NA
350,Volkswagen,Volkswagen XL1,Plug-in Hybrid (0.8L I2 Diesel),800,68,68,160.000,11.900,"150,000.000","150,000.000",2,140,140,Hybrid,NA,NA
351,Volkswagen,Golf TDI,2.0L Diesel I4,"1,968",150,184,220.000,8.000,"28,000.000","28,000.000",5,350,350,Diesel,NA,NA
352,Volkswagen,Passat Variant,1.5L I4 Turbo / 2.0L Diesel,0,150,240,220.000,8.500,"30,000.000","30,000.000",5,280,280,Petrol,NA,NA
353,Volkswagen,Polo GTI Clubsport,2.0L I4 Turbo,"1,984",300,300,240.000,6.700,"30,000.000","30,000.000",5,320,320,Petrol,NA,NA
354,Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,"1,395",170,170,210.000,8.600,"28,000.000","28,000.000",5,250,250,Hybrid,NA,NA
355,Volkswagen,ID.3 GTX,Electric,0,299,299,180.000,6.200,"45,000.000","45,000.000",5,310,310,Electric,NA,NA
356,Volkswagen,Arteon R-Line,2.0L I4 Turbo,"1,984",190,280,250.000,5.600,"50,000.000","50,000.000",5,420,420,Petrol,NA,NA
357,Volkswagen,Golf TGI,1.5L I4 CNG,"1,498",130,130,220.000,8.800,"30,000.000","30,000.000",5,200,200,Petrol,NA,NA
358,Volkswagen,Scirocco GTS,2.0L I4 Turbo,"1,984",220,220,246.000,6.500,"35,000.000","35,000.000",4,350,350,Petrol,NA,NA
359,Volkswagen,Caddy Maxi,2.0L Diesel I4,"1,968",122,150,180.000,12.000,"25,000.000","25,000.000",7,250,250,Diesel,NA,NA
360,Volkswagen,Volkswagen Lupo 3L,1.2L Diesel I3,"1,199",61,61,165.000,14.500,"20,000.000","20,000.000",4,140,140,Diesel,NA,NA
361,Volkswagen,Polo Beats,1.0L I3 Turbo,999,95,95,187.000,9.500,"22,000.000","22,000.000",5,175,175,Petrol,NA,NA
362,Volkswagen,Passat Hybrid,1.4L I4 Turbo + Electric Motor,"1,395",215,215,210.000,7.400,"32,000.000","32,000.000",5,330,330,Hybrid,NA,NA
363,Volkswagen,Golf TCR,2.0L I4 Turbo,"1,984",290,290,250.000,5.600,"40,000.000","40,000.000",5,370,370,Petrol,NA,NA
364,Volkswagen,Tiguan R-Line,2.0L I4 Turbo,"1,984",190,230,250.000,4.900,"45,000.000","45,000.000",5,420,420,Petrol,NA,NA
365,Volkswagen,Sharan Business,2.0L Diesel I4,"1,968",150,184,200.000,8.300,"35,000.000","35,000.000",7,350,350,Diesel,NA,NA
366,Volkswagen,ID. Buzz Cargo Pro,Electric,0,204,204,145.000,10.200,"55,000.000","55,000.000",2,310,310,Electric,NA,NA
367,Volkswagen,Arteon 280 TSI,2.0L I4 Turbo,"1,984",280,280,250.000,5.600,"50,000.000","50,000.000",5,350,350,Petrol,NA,NA
368,Volkswagen,Jetta GLI 35th,2.0L I4 Turbo,"1,984",228,228,250.000,6.500,"31,000.000","31,000.000",5,350,350,Petrol,NA,NA
369,Volkswagen,Beetle Final Edition,2.0L I4 Turbo,"1,984",174,174,205.000,7.000,"25,000.000","25,000.000",4,250,250,Petrol,NA,NA
370,Volkswagen,Golf Variant TDI,2.0L Diesel I4,"1,968",150,184,220.000,7.800,"30,000.000","30,000.000",5,350,350,Diesel,NA,NA
371,Volkswagen,Golf 4MOTION,2.0L Diesel I4,"1,968",150,184,250.000,4.900,"40,000.000","40,000.000",5,400,400,Petrol,NA,NA
372,Volkswagen,Jetta SportWagen,1.4L I4 Turbo / 2.0L Diesel I4,0,147,150,200.000,8.500,"27,000.000","27,000.000",5,250,250,Petrol,NA,NA
373,Volkswagen,Polo GTI Plus,2.0L I4 Turbo,"1,984",207,207,237.000,6.700,"30,000.000","30,000.000",5,320,320,Petrol,NA,NA
374,Volkswagen,Touareg V6,3.0L V6 Turbo Diesel / Gasoline,"2,967",231,340,235.000,7.500,"60,000.000","60,000.000",5,450,450,Petrol,NA,NA
375,Volkswagen,Tiguan eHybrid,1.4L I4 Turbo + Electric Motor,"1,395",245,245,200.000,7.500,"42,000.000","42,000.000",5,400,400,Hybrid,NA,NA
376,Volkswagen,Up! e-up!,Electric,0,83,83,130.000,11.900,"23,000.000","23,000.000",4,210,210,Electric,NA,NA
377,Volkswagen,Amarok V8,4.0L V8 Turbo Diesel,"3,996",310,340,210.000,7.400,"70,000.000","70,000.000",5,580,580,Diesel,NA,NA
378,Volkswagen,Golf R Cabriolet,2.0L I4 Turbo,"1,984",265,265,250.000,5.900,"45,000.000","45,000.000",4,380,380,Petrol,NA,NA
379,Volkswagen,Passat Alltrack TDI,2.0L Diesel I4,"1,968",190,190,220.000,8.000,"40,000.000","40,000.000",5,400,400,Diesel,NA,NA
380,Volkswagen,ID. Buzz Cargo EV,Electric,0,204,204,145.000,10.200,"55,000.000","55,000.000",2,310,310,Electric,NA,NA
381,Nissan,Versa,1.6L Inline-4,"1,598",0,0,180.000,10.400,"16,700.000","16,700.000",5,154,154,Petrol,NA,NA
382,Nissan,Micra,1.0L Turbocharged Inline-3,999,0,0,175.000,10.800,"15,500.000","15,500.000",5,160,160,Petrol,NA,NA
383,Nissan,Patrol Platinum,5.6L V8,"5,552",0,0,210.000,7.300,"77,000.000","77,000.000",7,560,560,Petrol,NA,NA
384,Nissan,Qashqai,1.3L Turbocharged Inline-4,"1,332",0,0,195.000,8.900,"26,000.000","26,000.000",5,260,260,Petrol,NA,NA
385,Nissan,Murano,3.5L V6,"3,498",0,0,210.000,7.500,"39,000.000","39,000.000",5,325,325,Petrol,NA,NA
386,Nissan,Maxima Platinum,3.5L V6,"3,498",0,0,220.000,6.200,"45,000.000","45,000.000",5,353,353,Petrol,NA,NA
387,Nissan,Armada,5.6L V8,"5,552",0,0,210.000,6.500,"51,000.000","51,000.000",8,560,560,Petrol,NA,NA
388,Nissan,Kicks,1.6L Inline-4,"1,598",0,0,180.000,10.700,"20,000.000","20,000.000",5,154,154,Petrol,NA,NA
389,Nissan,X-Trail,1.5L Turbocharged Inline-3,"1,498",0,0,200.000,8.000,"29,000.000","29,000.000",5,305,305,Hybrid,NA,NA
390,Nissan,Z (Fairlady Z),3.0L Twin-Turbo V6,"2,997",0,0,250.000,4.500,"40,000.000","40,000.000",2,475,475,Petrol,NA,NA
391,Nissan,Almera,1.0L Turbocharged Inline-3,999,0,0,185.000,10.700,"14,500.000","14,500.000",5,160,160,Petrol,NA,NA
392,Nissan,Sylphy,1.8L Inline-4,"1,798",0,0,190.000,9.600,"18,000.000","18,000.000",5,174,174,Petrol,NA,NA
393,Nissan,Note,1.2L Inline-3 Hybrid,"1,198",0,0,170.000,11.500,"16,000.000","16,000.000",5,150,150,Hybrid,NA,NA
394,Nissan,Sunny,1.6L Inline-4,"1,598",0,0,180.000,11.000,"15,000.000","15,000.000",5,156,156,Petrol,NA,NA
395,Nissan,Cube,1.8L Inline-4,"1,798",0,0,175.000,10.600,"14,500.000","14,500.000",5,171,171,Petrol,NA,NA
396,Nissan,Juke,1.0L Turbocharged Inline-3,999,0,0,180.000,10.400,"25,000.000","25,000.000",5,180,180,Petrol,NA,NA
397,Nissan,Terrano,1.5L Inline-4 Diesel,"1,461",0,0,168.000,13.500,"15,500.000","15,500.000",5,248,248,Diesel,NA,NA
398,Nissan,Magnite,1.0L Turbocharged Inline-3,999,0,0,160.000,13.000,"12,000.000","12,000.000",5,160,160,Petrol,NA,NA
399,Nissan,Xterra,4.0L V6,"3,954",0,0,200.000,7.800,"35,000.000","35,000.000",7,381,381,Petrol,NA,NA
400,Nissan,Patrol,5.6L V8,"5,552",0,0,210.000,7.300,"77,000.000","77,000.000",7,560,560,Petrol,NA,NA
401,Nissan,GT-R NISMO,3.8L Twin-Turbo V6,"3,799",0,0,330.000,2.900,"220,000.000","220,000.000",2,652,652,Petrol,NA,NA
402,Nissan,370Z Roadster,3.7L V6,"3,696",0,0,250.000,5.500,"41,820.000","41,820.000",2,366,366,Petrol,NA,NA
403,Nissan,Ariya ,Dual Electric Motors,0,0,0,200.000,5.100,"58,950.000","58,950.000",5,600,600,Electric,NA,NA
404,Nissan,Patrol Royale,5.6L V8,"5,552",0,0,210.000,6.600,"85,000.000","85,000.000",7,560,560,Petrol,NA,NA
405,Nissan,Infiniti QX80*,5.6L V8,"5,552",0,0,210.000,6.500,"70,600.000","70,600.000",7,560,560,Petrol,NA,NA
406,Nissan,Tiida,1.6L Inline-4,"1,598",0,0,190.000,10.100,"14,500.000","14,500.000",5,154,154,Petrol,NA,NA
407,Nissan,Pulsar,1.2L Turbocharged Inline-4,"1,197",0,0,190.000,10.700,"19,000.000","19,000.000",5,190,190,Petrol,NA,NA
408,Nissan,Latio,1.5L Inline-4,"1,498",0,0,175.000,11.500,"13,000.000","13,000.000",5,139,139,Petrol,NA,NA
409,Nissan,Bluebird Sylphy,2.0L Inline-4,"1,997",0,0,185.000,10.500,"18,500.000","18,500.000",5,191,191,Petrol,NA,NA
410,Nissan,March,1.2L Inline-3,"1,198",0,0,170.000,13.700,"12,000.000","12,000.000",5,106,106,Petrol,NA,NA
411,Nissan,Rogue Sport,2.0L Inline-4,"1,997",0,0,190.000,9.800,"24,960.000","24,960.000",5,199,199,Petrol,NA,NA
412,Nissan,X-Trail Hybrid,2.0L Inline-4 Hybrid,"1,997",0,0,180.000,9.400,"28,500.000","28,500.000",5,207,207,Hybrid,NA,NA
413,Nissan,Pathfinder Rock Creek,3.5L V6,"3,498",0,0,190.000,7.400,"42,820.000","42,820.000",7,351,351,Petrol,NA,NA
414,Nissan,Armada Platinum,5.6L V8,"5,552",0,0,210.000,6.500,"65,300.000","65,300.000",8,560,560,Petrol,NA,NA
415,Nissan,Terrano XL,1.6L Inline-4,"1,598",0,0,165.000,12.500,"14,000.000","14,000.000",5,145,145,Petrol,NA,NA
416,Nissan,GT-R50 by Italdesign,3.8L Twin-Turbo V6,"3,799",0,0,315.000,2.500,"1,100,000.000","1,100,000.000",2,780,780,Petrol,NA,NA
417,Nissan,370Z NISMO,3.7L V6,"3,696",0,0,250.000,5.200,"45,790.000","45,790.000",2,374,374,Petrol,NA,NA
418,Nissan,Ariya E-4ORCE,Dual Electric Motors,0,0,0,200.000,5.100,"60,000.000","60,000.000",5,600,600,Electric,NA,NA
419,Nissan,Patrol NISMO,5.6L V8,"5,552",0,0,210.000,6.500,"105,000.000","105,000.000",7,560,560,Petrol,NA,NA
420,Nissan,Infiniti Q60*,3.0L V6 Twin-Turbo,"2,997",0,0,250.000,5.000,"41,750.000","41,750.000",4,400,400,Petrol,NA,NA
421,Nissan,Primera,2.0L Inline-4,"1,998",0,0,200.000,9.600,"20,000.000","20,000.000",5,190,190,Petrol,NA,NA
422,Nissan,Skyline,3.0L V6 Twin-Turbo,"2,997",0,0,250.000,5.000,"50,000.000","50,000.000",5,475,475,Petrol,NA,NA
423,Nissan,Cedric,2.0L Inline-6,"1,998",0,0,190.000,10.500,"22,000.000","22,000.000",5,190,190,Petrol,NA,NA
424,Nissan,Gloria,2.5L V6,"2,498",0,0,210.000,8.600,"30,000.000","30,000.000",5,250,250,Petrol,NA,NA
425,Nissan,Stanza,1.8L Inline-4,"1,796",0,0,175.000,11.000,"18,500.000","18,500.000",5,170,170,Petrol,NA,NA
426,Nissan,Patrol Super Safari,4.8L Inline-6,"4,750",0,0,190.000,8.200,"55,000.000","55,000.000",7,451,451,Petrol,NA,NA
427,Nissan,Pathfinder Hybrid,2.5L Inline-4 Hybrid,"2,488",0,0,190.000,7.700,"42,500.000","42,500.000",7,329,329,Hybrid,NA,NA
428,Nissan,X-Terra Pro-4X,2.5L Inline-4,"2,498",0,0,175.000,10.800,"40,000.000","40,000.000",7,240,240,Petrol,NA,NA
429,Nissan,Rogue Platinum,1.5L Turbo Inline-3,"1,497",0,0,180.000,8.200,"38,000.000","38,000.000",5,300,300,Petrol,NA,NA
430,Nissan,Qashqai Tekna,1.3L Turbo Hybrid Inline-4,"1,332",0,0,190.000,9.200,"36,000.000","36,000.000",5,270,270,Hybrid,NA,NA
431,Nissan,GT-R V-Spec,3.8L Twin-Turbo V6,"3,799",0,0,330.000,2.800,"175,000.000","175,000.000",2,652,652,Petrol,NA,NA
432,Nissan,Skyline NISMO,3.0L Twin-Turbo V6,"2,997",0,0,270.000,4.700,"55,000.000","55,000.000",5,475,475,Petrol,NA,NA
433,Nissan,Ariya Lounge Edition,Dual Electric Motors,0,0,0,200.000,5.100,"63,000.000","63,000.000",5,600,600,Electric,NA,NA
434,Nissan,Patrol Titanium,5.6L V8,"5,552",0,0,210.000,6.500,"98,000.000","98,000.000",7,560,560,Petrol,NA,NA
435,Nissan,Infiniti FX50*,5.0L V8,"5,026",0,0,250.000,5.600,"61,750.000","61,750.000",5,500,500,Petrol,NA,NA
436,Nissan,Avenir,2.0L Inline-4,"1,998",0,0,180.000,9.800,"20,000.000","20,000.000",5,186,186,Petrol,NA,NA
437,Nissan,Wingroad,1.8L Inline-4,"1,798",0,0,175.000,10.800,"18,000.000","18,000.000",5,168,168,Petrol,NA,NA
438,Nissan,Presea,1.8L Inline-4,"1,838",0,0,170.000,11.500,"17,500.000","17,500.000",5,161,161,Petrol,NA,NA
439,Nissan,Leopard,3.0L V6,"2,960",0,0,200.000,8.400,"32,000.000","32,000.000",5,265,265,Petrol,NA,NA
440,Nissan,Sunny NISMO Edition,1.6L Turbo Inline-4,"1,598",0,0,200.000,7.500,"24,000.000","24,000.000",5,240,240,Petrol,NA,NA
441,Nissan,Paladin,2.4L Inline-4,"2,438",0,0,180.000,10.600,"20,000.000","20,000.000",5,217,217,Petrol,NA,NA
442,Nissan,Hardbody SUV,2.5L Inline-4,"2,498",0,0,175.000,11.000,"18,500.000","18,500.000",5,225,225,Petrol,NA,NA
443,Nissan,Patrol Desert Edition,5.6L V8,"5,552",0,0,210.000,6.500,"95,000.000","95,000.000",7,560,560,Petrol,NA,NA
444,Nissan,Pathfinder Armada,5.6L V8,"5,552",0,0,200.000,6.500,"60,000.000","60,000.000",7,560,560,Petrol,NA,NA
445,Nissan,Rogue Midnight Edition,1.5L Turbo Inline-3,"1,497",0,0,180.000,8.200,"39,000.000","39,000.000",5,300,300,Petrol,NA,NA
446,Nissan,GT-R Black Edition,3.8L Twin-Turbo V6,"3,799",0,0,330.000,2.800,"185,000.000","185,000.000",2,652,652,Petrol,NA,NA
447,Nissan,Fairlady Z Heritage,3.0L Twin-Turbo V6,"2,997",0,0,250.000,4.200,"48,000.000","48,000.000",2,475,475,Petrol,NA,NA
448,Nissan,Skyline GT-R R34,2.6L Twin-Turbo Inline-6,"2,568",0,0,250.000,5.600,"70,000.000","70,000.000",4,392,392,Petrol,NA,NA
449,Nissan,Ariya Premiere,Dual Electric Motors,0,0,0,200.000,5.100,"67,000.000","67,000.000",5,600,600,Electric,NA,NA
450,Nissan,Infiniti QX55*,2.0L VC-Turbo Inline-4,"1,997",0,0,230.000,6.500,"50,000.000","50,000.000",5,380,380,Petrol,NA,NA
451,Nissan,NV350 Caravan,2.5L Inline-4 Diesel,"2,488",0,0,155.000,12.500,"28,000.000","28,000.000",8,356,356,Diesel,NA,NA
452,Nissan,Navara,2.3L Inline-4 Diesel,"2,298",0,0,180.000,10.200,"32,000.000","32,000.000",5,450,450,Diesel,NA,NA
